key,source_language,target_language
native.NSPhotoLibraryAddUsageDescription,"Um Bilder zu speichern, benötigt Integreat Zugriff auf die Galerie.","Si loo keydiyo sawirada, Integreat waxay u baahan tahay inay marin u hesho keydka sawirada."
