key,source_language,target_language
native.NSPhotoLibraryAddUsageDescription,"Um Bilder zu speichern, benötigt {{appName}} Zugriff auf die Galerie.","Para guardar imágenes, {{appName}} necesita un acceso a la galería."
native.NSLocationWhenInUseUsageDescription,"Um nahegelegene Orte zu finden, benötigt {{appName}} Zugriff auf den Standort.",
